"Place_Name","Place_ID","user_ratings_total","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","wikipedia2VecVocab","wikipedia2VecVocabKouho"
"Kokozan Daienji Temple","ChIJ46uNANONGGAReLVaK5nURuI","48","0","6","0","4","6","2","21","2","4","7","ENTITY/Kokozan Daienji Temple",""
"Negishi No Sato Fire Prevention Ground","ChIJhaTZwoWOGGAR8yISke56uCM","106","5","8","5","7","4","6","12","5","7","6","ENTITY/Negishi No Sato Fire Prevention Ground",""
"Gyokurinji","ChIJZ8McbiyMGGARdrglQN4Unag","132","1","4","0","2","2","3","9","2","1","3","ENTITY/Gyokurinji",""
"Ueno Park","ChIJadyf49CNGGARSk1qaqg8Hc0","39","3","4","1","0","5","5","12","1","3","3","ENTITY/Ueno Park",""
"Hatsune Children'S Playground","ChIJiZSktdONGGARuKSuZtQOJng","21","3","7","3","5","9","9","16","5","4","8","ENTITY/Hatsune Children'S Playground",""
"Rinkōji","ChIJPZwEXCyMGGARi1hVtQtPgk4","36","0","3","0","2","2","2","7","1","0","4","ENTITY/Rinkōji",""
"Yanaka Ginza","ChIJPYwFnNGNGGARYEeXwiYQPe8","9794","4","13","3","3","12","8","25","1","4","12","ENTITY/Yanaka Ginza",""
"Steam Locomotive D51 231, National Museum Of Nature And Science","ChIJaw8N5pyOGGARStuEa0S_PVE","47","0","1","1","2","2","4","5","2","1","2","ENTITY/Steam Locomotive D51 231, National Museum Of Nature And Science",""
"Hōshō Ji (Vaiśravaṇa)","ChIJ7x6Q4I-OGGARNugq4WRkQVc","64","0","2","0","4","2","3","15","4","1","3","ENTITY/Hōshō Ji (Vaiśravaṇa)",""
"Sensō Ji","ChIJ8T1GpMGOGGARDYGSgpooDWw","77420","2","23","2","4","20","9","45","3","13","19","ENTITY/Sensō Ji",""
"Asakusa Hanayashiki","ChIJPXcZIsCOGGARsYimyXoHsms","6122","1","18","1","2","13","5","22","1","5","15","ENTITY/Asakusa Hanayashiki",""
"Ichiyo Memorial Museum","ChIJ75oaN42OGGAR2l6KUhqZ7q4","377","2","5","0","0","5","3","21","3","2","3","ENTITY/Ichiyo Memorial Museum",""
"Yoshiwara Shrine","ChIJd3MqzZKOGGARjvccr6lPos8","1061","0","2","0","1","2","1","7","0","2","3","ENTITY/Yoshiwara Shrine",""
"Asakusa Mosque","ChIJJWVr5uiOGGARPSpcQzDRSzY","406","0","6","0","4","8","3","12","4","8","9","ENTITY/Asakusa Mosque",""
"Sanyabori Park","ChIJLxG1LN2OGGAReBajvFvv95s","196","0","6","0","0","6","1","10","1","4","5","ENTITY/Sanyabori Park",""
"Imado Shrine","ChIJowLlTd2OGGARR-BEdamTD5w","3611","0","10","0","1","10","3","26","3","5","6","ENTITY/Imado Shrine",""
"Matsuchiyamashoten Park","ChIJE62UxMKOGGARu94hiDn4FCM","743","0","4","0","0","6","1","10","2","2","4","ENTITY/Matsuchiyamashoten Park",""
"Shōtarō Ikegami Birthplace","ChIJgc1_3sKOGGARg0aY0DYbHgU","32","12","4","1","17","5","11","18","4","1","8","ENTITY/Shōtarō Ikegami Birthplace",""
"Hikan Inari Shrine","ChIJ__-rmsGOGGARy_t9D0Zvd7k","152","1","6","2","2","7","4","14","1","3","11","ENTITY/Hikan Inari Shrine",""
"Asakusa Shrine","ChIJx62FmcGOGGARDxQTl8Zx6U4","4220","0","14","3","5","22","2","49","2","6","22","ENTITY/Asakusa Shrine",""
"Senso Ji Nitemmon Gate","ChIJAQAMd8GOGGAR945X-Jjf2ug","287","0","4","0","0","4","0","9","0","3","8","ENTITY/Senso Ji Nitemmon Gate",""
"Chōkokuji Temple","ChIJhenvlZKOGGARmONM_iAuJQg","203","0","4","1","1","3","1","8","0","0","4","ENTITY/Chōkokuji Temple",""
"Matsuchiyama Shoden","ChIJS50K18KOGGARx4D8Zs9NA0Q","1565","2","13","1","3","21","4","32","3","5","13","ENTITY/Matsuchiyama Shoden",""
"Benten Dō","ChIJVVU6QsGOGGARv4gvT9bniTM","109","0","1","0","2","4","4","9","1","1","6","ENTITY/Benten Dō",""
"Tamahime Inari Shrine","ChIJ0b4_wO-OGGARKzSB99Oi6cQ","432","6","15","4","8","11","14","23","6","8","5","ENTITY/Tamahime Inari Shrine",""
"Taito Kuritsu Chigusa Park","ChIJ4RA0b-yOGGARAqDsTvJXrrI","31","0","2","1","2","2","4","4","0","0","4","ENTITY/Taito Kuritsu Chigusa Park",""
"Taito Kuritsu Nihonzutsumi Park","ChIJ_Qjrge6OGGAR9e5TmRC2YAM","59","1","4","2","0","8","4","14","0","3","6","ENTITY/Taito Kuritsu Nihonzutsumi Park",""
"Looking Back Willow Tree","ChIJXeZxx-2OGGARLzD9wTfbjWw","88","11","23","10","1","20","7","44","6","12","24","ENTITY/Looking Back Willow Tree",""
"Yoshiwara Daimon Gatesite","ChIJNXDIoO2OGGAR2ZzkX9D7Z6s","147","1","5","2","7","1","9","15","3","3","15","ENTITY/Yoshiwara Daimon Gatesite",""
"Taito Kuritsu Kyomachi Park","ChIJudHO5-yOGGART4pJUqueB10","34","0","9","0","0","8","3","13","0","4","6","ENTITY/Taito Kuritsu Kyomachi Park",""
"Ashita No Joe Statue","ChIJIYvuju2OGGARc88PwN3tuck","300","7","9","4","10","9","13","23","9","5","6","ENTITY/Ashita No Joe Statue",""
"Yoshiwara Park","ChIJaeC1ZO2OGGARGvFDbP1S5Ig","238","0","4","1","0","4","3","7","1","2","4","ENTITY/Yoshiwara Park",""
"Yoshiwara Benten","ChIJs9x-LJOOGGARnICadn_YsD4","142","0","1","0","0","3","2","7","0","2","1","ENTITY/Yoshiwara Benten",""
"Akebonoyu","ChIJ__-v_eqOGGARP-g-UY8HvTc","614","2","6","0","3","7","8","18","3","4","8","ENTITY/Akebonoyu",""
"Senzoku Park","ChIJL9BFN-uOGGAR1WvHC2b-V08","226","0","2","0","0","4","0","8","0","2","3","ENTITY/Senzoku Park",""
"Ichiyō Memorial Park","ChIJPTrBOY2OGGARZ3FV2aVP0OE","65","2","2","2","0","1","5","5","0","0","1","ENTITY/Ichiyō Memorial Park",""
"Taitokuritsu Ishihama Park","ChIJod_77-WOGGARfDKUw36P99M","106","0","0","1","2","1","3","5","1","0","3","ENTITY/Taitokuritsu Ishihama Park",""
"Keiyoji","ChIJdz96ysKOGGARKb3L072KGLY","28","3","8","3","4","12","5","20","5","7","8","ENTITY/Keiyoji",""
"Tamahime Park","ChIJ5QDC6e-OGGARjD6eEBPoef0","113","5","12","8","9","3","19","19","11","4","4","ENTITY/Tamahime Park",""
"Taito Kuritsu Imado Park","ChIJuywQdOeOGGARO8tywE4uAws","44","2","5","3","0","3","4","6","0","2","5","ENTITY/Taito Kuritsu Imado Park",""
"Taito Kuritsu Kiyokawa Park","ChIJy4t8iu-OGGARP_u54dJonGg","26","0","3","1","0","4","4","9","0","1","2","ENTITY/Taito Kuritsu Kiyokawa Park",""
"Rokkakudo","ChIJk8U1tcGOGGARxSRnjWHkgn0","52","0","3","0","2","3","1","14","0","2","7","ENTITY/Rokkakudo",""
"Stone Bridge","ChIJyb-7scGOGGAR5SoLDkUi6G0","60","1","6","0","3","5","6","10","1","1","4","ENTITY/Stone Bridge",""
"Manryuji Temple","ChIJq6oaHJWOGGARsfxL-2KP8fE","47","1","0","0","1","2","4","6","2","1","4","ENTITY/Manryuji Temple",""
"Awashima Do","ChIJJ9sySMCOGGARGHOrLXVqYVM","48","1","20","0","15","17","11","42","10","12","22","ENTITY/Awashima Do",""
"Shōtōji","ChIJy7RgxI2OGGARo6lmdVtPMgk","31","2","7","2","2","4","3","15","4","3","4","ENTITY/Shōtōji",""
"Meijiya","ChIJO4OG4y6PGGARByNx6CQthOg","218","4","9","2","1","10","3","14","2","8","8","ENTITY/Meijiya",""
"Purification Fountain","ChIJTSL9CcGOGGARlLeKWJfm55Y","137","3","6","2","2","6","6","15","1","1","9","ENTITY/Purification Fountain",""
"Great Tokyo Air Raid Memorial Monument","ChIJT4swQsOOGGARreAJ-lYBsx4","114","7","4","2","8","0","9","2","5","5","1","ENTITY/Great Tokyo Air Raid Memorial Monument",""
"Tousei Koen Park","ChIJpapNroyOGGARv2sRrYLIZig","170","0","3","1","0","2","1","4","0","2","2","ENTITY/Tousei Koen Park",""
"Incense Burner","ChIJ-4V5p8GOGGARNIKo0_EknZY","73","5","2","0","1","3","5","5","0","1","2","ENTITY/Incense Burner",""
"Iko In","ChIJY1Hqrr6OGGARXeZrebcsxqQ","21","1","7","0","3","5","2","18","0","2","10","ENTITY/Iko In",""
"Higashi Hongan Ji","ChIJVQ12Xr6OGGARPHTDfGa-Jy4","845","1","6","3","1","9","1","22","2","3","9","ENTITY/Higashi Hongan Ji",""
"TODAYS GALLERY STUDIO.","ChIJbSg3G7COGGARc_1E9gP_mUM","422","3","5","0","1","4","8","17","0","3","6","ENTITY/TODAYS GALLERY STUDIO.",""
"Nishimachi Park","ChIJ4fDXc6KOGGARJW_-GdpFW-g","257","0","3","1","0","2","2","4","1","2","2","ENTITY/Nishimachi Park",""
"Okachimachi Park","ChIJ61Rzd6GOGGARbRLrxf3VoJQ","523","1","5","1","1","5","3","9","3","2","6","ENTITY/Okachimachi Park",""
"Kotobuki Yu","ChIJ-0tAIpiOGGARkARnNsXzZW8","2869","5","11","3","6","9","16","41","3","3","23","ENTITY/Kotobuki Yu",""
"Kuramae Water House","ChIJq6ohZraOGGARB27xpk-kktk","33","2","10","8","5","4","13","18","4","4","14","ENTITY/Kuramae Water House",""
"Honkakuji","ChIJny4MGJaOGGARDT8m_HrU6B8","78","0","6","3","1","4","6","18","1","3","6","ENTITY/Honkakuji",""
"Shitaya Shrine","ChIJz-3ScJiOGGARmxnMARIPu5M","1871","1","16","1","3","13","5","24","5","4","17","ENTITY/Shitaya Shrine",""
"Okachimachi Panda Square","ChIJw1EAFqCOGGARYU5JCUW0KHo","915","0","5","0","0","3","1","5","0","2","0","ENTITY/Okachimachi Panda Square",""
"Torigoe Shrine","ChIJj22YYbCOGGARKeCpknTJmTU","1458","1","7","1","1","4","2","17","0","4","4","ENTITY/Torigoe Shrine",""
"Eishoji","ChIJOU-4BJiOGGARcLO_2zig5-0","42","6","2","0","4","2","6","14","2","2","4","ENTITY/Eishoji",""
"Chōenji","ChIJ_bnhI72OGGARzU4ewtf-xns","32","0","7","4","5","11","9","32","3","4","16","ENTITY/Chōenji",""
"Dairokuten Sakaki Shrine","ChIJv9y4o7aOGGAR6wUCd3Oraw4","321","0","5","1","1","6","3","7","2","3","8","ENTITY/Dairokuten Sakaki Shrine",""
"Kuramae Shrine","ChIJnSJkkreOGGARyDX_3LuR2MI","786","3","5","3","0","11","3","17","2","6","7","ENTITY/Kuramae Shrine",""
"St. Paul Catholic Asakusa Church","ChIJqxvkiq-OGGARZK1ZKEnxOs4","116","2","12","1","3","17","8","21","4","2","15","ENTITY/St. Paul Catholic Asakusa Church",""
"Kojima Park","ChIJT0gPOLuOGGARdYZTDEV8Rmk","163","1","4","0","1","4","3","7","2","1","3","ENTITY/Kojima Park",""
"Takecho Park","ChIJtap-gaOOGGARRS7B2vIjX8o","495","0","2","2","0","3","3","5","1","1","2","ENTITY/Takecho Park",""
"Taito Kuritsu Kikuyabashi Park","ChIJNwlHbbyOGGARaBsJzk1X14s","79","3","10","0","3","6","5","13","4","3","6","ENTITY/Taito Kuritsu Kikuyabashi Park",""
"Taito Kuritsu Seika Park","ChIJAQDZRLeOGGARx7o7aPHM48A","186","0","9","1","0","10","2","22","1","4","8","ENTITY/Taito Kuritsu Seika Park",""
"Seikyōji","ChIJtwIl_ryOGGARmh8t3ysuGH0","50","5","13","2","12","10","13","46","15","7","26","ENTITY/Seikyōji",""
"Shofukuin","ChIJUW_Mrr2OGGAReMh_2aiphnk","29","0","4","0","0","5","1","15","0","1","13","ENTITY/Shofukuin",""
"Site Of Former Asakusa Astronomical Observatory","ChIJH5MNzraOGGARxfREQL9yMms","52","1","2","0","3","2","4","6","3","0","2","ENTITY/Site Of Former Asakusa Astronomical Observatory",""
"Honpō Ji","ChIJkVKA0r6OGGAR_QF9SLf0t7M","45","12","7","5","19","12","23","38","16","7","15","ENTITY/Honpō Ji",""
"Ryuhoku Park","ChIJ7_knzq-OGGARL9cOPAJVWuE","263","0","10","0","1","10","3","27","1","6","8","ENTITY/Ryuhoku Park",""
"Kuramae Park","ChIJWQSdSLaOGGARk7qGNVyECxI","73","0","12","1","2","18","5","39","1","3","15","ENTITY/Kuramae Park",""
"Mikuramae Park","ChIJZan1oraOGGAR8OItyGCXJEo","63","1","2","1","5","1","10","3","2","2","2","ENTITY/Mikuramae Park",""
"Marishiten Tokudaiji Temple","ChIJR1htlJ-OGGARjfsjO9H637Y","1318","1","7","0","2","7","4","16","3","3","8","ENTITY/Marishiten Tokudaiji Temple",""
"Matsuba Park","ChIJH0PD7r2OGGAR5F3NYQnIB1E","305","0","8","1","0","7","5","11","1","4","5","ENTITY/Matsuba Park",""
"Higashi Ueno Koreantown","ChIJ91AOQ5-OGGAR9bcMiP7h1HU","79","5","23","5","5","24","8","46","7","12","20","ENTITY/Higashi Ueno Koreantown",""
"Sōun In","ChIJZ_QS_piOGGARQKX7QqwxFgM","48","3","6","4","1","10","6","18","2","4","11","ENTITY/Sōun In",""
"Tawara Park","ChIJTSiGpriOGGARsxUYehGgzMA","69","1","1","4","0","0","7","2","0","0","1","ENTITY/Tawara Park",""
"Senshō Ji","ChIJId2zGr-OGGARCHc6jzamHF0","28","0","2","0","1","4","1","6","1","1","5","ENTITY/Senshō Ji",""
"Miyamoto Unosuke Drum Museum","ChIJF0FrzcaOGGARPrSfUYaGYH4","120","0","10","0","2","10","3","16","0","1","7","ENTITY/Miyamoto Unosuke Drum Museum",""
"FAN FUN STREET","ChIJ_aaSDr2PGGARPxIxuSYJaoQ","34","1","4","0","0","5","0","9","0","3","4","ENTITY/FAN FUN STREET",""
"Genkūji","ChIJNywWDJeOGGARwoXsf30W6FI","63","1","4","1","1","4","1","12","1","1","5","ENTITY/Genkūji",""
"Ueno Ameyoko Shopping Street","ChIJh7eDrwCPGGARCs9fpCkKS2U","7006","1","9","2","4","6","3","20","2","2","5","ENTITY/Ueno Ameyoko Shopping Street",""
"Shitamachi Museum","ChIJC3FkniCMGGAR4N263rFJ6mQ","1358","0","9","0","0","6","4","21","4","6","10","ENTITY/Shitamachi Museum",""
"Gojoten Shrine","ChIJZWwXnSeMGGAR6GqEjdQ3zZ8","1300","1","8","1","3","7","3","17","2","2","14","ENTITY/Gojoten Shrine",""
"Statue Of Saigo Takamori","ChIJTzetDJ6OGGAR0KdwKu0sknI","1815","8","4","2","12","4","15","27","8","3","9","ENTITY/Statue Of Saigo Takamori",""
"Former Iwasaki Kayacho Mansion And Gardens","ChIJ7x2-BSSMGGARahVDg6WIAag","3020","1","5","1","1","14","2","27","2","4","7","ENTITY/Former Iwasaki Kayacho Mansion And Gardens",""
"Great Buddha, Ueno Park","ChIJj9xBfZ2OGGARNImldpTTCEo","1229","5","7","2","6","6","5","12","5","8","7","ENTITY/Great Buddha, Ueno Park",""
"Hanazono Inari Shrine","ChIJxTzgfieMGGARGw0pm6dhKKw","721","0","6","0","0","6","2","14","0","6","7","ENTITY/Hanazono Inari Shrine",""
"Shinobazu Pond","ChIJo8VKlCCMGGARarjlIsaLY1g","7935","2","15","1","3","20","9","38","4","7","14","ENTITY/Shinobazu Pond",""
"Sogenji Temple","ChIJO3uQ-paOGGARFgpuYcwaYLQ","126","0","6","1","2","4","0","9","0","2","3","ENTITY/Sogenji Temple",""
"Kiyomizu Kannon Dō Temple","ChIJ9Rg_5Z2OGGAR40HN7lsM5_U","1284","4","14","4","7","14","7","36","4","15","15","ENTITY/Kiyomizu Kannon Dō Temple",""
"Shinobazunoike Benten Do","ChIJd9rFFieMGGAR0zV_avi5q-8","2853","1","7","2","2","6","7","21","1","2","9","ENTITY/Shinobazunoike Benten Do",""
"Boat Dock, Ueno Park","ChIJd9rFFieMGGARleZ3ugud8V0","267","4","14","0","2","11","9","21","0","2","7","ENTITY/Boat Dock, Ueno Park",""
"Suribachiyama, Ueno Park","ChIJc3rDmZ2OGGARajnPsB7OrmA","110","2","8","1","3","3","13","21","6","2","7","ENTITY/Suribachiyama, Ueno Park",""
"Children’S Zoo STEP","ChIJgcbQoieMGGARtTWq26vIb9o","27","1","13","7","2","8","15","22","4","5","11","ENTITY/Children’S Zoo STEP",""
"Kita Ueno Children'S Playground","ChIJwdAABJqOGGAReNgzTSmh7u0","78","0","5","1","0","7","3","15","0","1","4","ENTITY/Kita Ueno Children'S Playground",""
"Daikokutendo","ChIJn8aLEyeMGGAR4PFykKlB1_M","310","0","2","0","0","2","1","6","0","1","3","ENTITY/Daikokutendo",""
"Taito Kuritsu Yamabushi Park","ChIJqXNVpZCOGGARM049qViOtjI","120","0","2","1","0","3","3","6","0","0","4","ENTITY/Taito Kuritsu Yamabushi Park",""
"Shin Sakamoto Children'S Playground","ChIJoxv47JCOGGAR1cywiHx15Tc","28","4","14","3","4","16","12","25","0","4","14","ENTITY/Shin Sakamoto Children'S Playground",""
"Iriya South Park","ChIJzRXrK5GOGGARKnvUjdq5EpE","577","1","6","1","3","9","5","14","4","6","8","ENTITY/Iriya South Park",""
